"","Reporting_Year...Année","NPRI_ID...No_INRP","Facility_Name...Installation","Company_Name...Dénomination_sociale_de_l.entreprise","NAICS...Code_SCIAN","Province...Province","CAS_Number...No_CAS","Substance.Name..English....Nom.de.substance..Anglais.","Substance.Name..French....Nom.de.substance..Français.","Group..English....Groupe..Anglais.","Group..French....Groupe..Français.","Category..English....Catégorie..Anglais.","Category..French....Catégorie..Français.","Quantity...Quantité","Units...Unités","Estimation_Method...Méthode_d.estimation"
"7332",1997,3634,"USINE DE VARENNES","PÉTROMONT, SOCIÉTÉ EN COMMANDITE",325110,"QC","100-41-4","Ethylbenzene","Éthylbenzène","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.001,"tonnes","M"
"7333",1997,3634,"USINE DE VARENNES","PÉTROMONT, SOCIÉTÉ EN COMMANDITE",325110,"QC","71-43-2","Benzene","Benzène","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.002,"tonnes","M"
"7334",1997,3634,"USINE DE VARENNES","PÉTROMONT, SOCIÉTÉ EN COMMANDITE",325110,"QC","108-88-3","Toluene","Toluène","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0,"tonnes","M"
"7335",1997,3634,"USINE DE VARENNES","PÉTROMONT, SOCIÉTÉ EN COMMANDITE",325110,"QC","108-95-2","Phenol (and its salts)","Phénol (et ses sels)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.028,"tonnes","M"
"7336",1997,3649,"ACIERIE","ISPAT SIDBEC INC.",331110,"QC","NA - 06","Copper (and its compounds)","Cuivre (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.07,"tonnes","M"
"7337",1997,3649,"ACIERIE","ISPAT SIDBEC INC.",331110,"QC","NA - 04","Chromium (and its compounds)","Chrome (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.07,"tonnes","M"
"7338",1997,3649,"ACIERIE","ISPAT SIDBEC INC.",331110,"QC","NA - 14","Zinc (and its compounds)","Zinc (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.068,"tonnes","M"
"7339",1997,3649,"ACIERIE","ISPAT SIDBEC INC.",331110,"QC","NA - 08","Lead (and its compounds)","Plomb (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.342,"tonnes","M"
"7340",1997,3651,"TUBERIE","ISPAT SIDBEC INC.",331210,"QC","NA - 14","Zinc (and its compounds)","Zinc (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.168,"tonnes","M"
"7341",1997,3653,"ACUFIL (SOCIETE EN COMMANDITE)","SOCIETE EN COMMANDITE",332619,"QC","NA - 14","Zinc (and its compounds)","Zinc (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.082,"tonnes","M"
"7342",1997,3653,"ACUFIL (SOCIETE EN COMMANDITE)","SOCIETE EN COMMANDITE",332619,"QC","NA - 08","Lead (and its compounds)","Plomb (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.08,"tonnes","M"
"7343",1997,3812,"NOT AVAILABLE","SIVACO QUÉBEC",332619,"QC","NA - 08","Lead (and its compounds)","Plomb (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.015,"tonnes","C"
"7344",1997,3812,"NOT AVAILABLE","SIVACO QUÉBEC",332619,"QC","NA - 14","Zinc (and its compounds)","Zinc (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.039,"tonnes","C"
"7345",1997,3828,"PRODUITS FORESTIERS DONOHUE INC","DONOHUE INC",322122,"QC","NA - 16","Ammonia (total)","Ammoniac (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",6.2,"tonnes","M"
"7346",1997,3828,"PRODUITS FORESTIERS DONOHUE INC","DONOHUE INC",322122,"QC","7664-93-9","Sulphuric acid","Acide sulfurique","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0,"tonnes","O"
"7347",1997,3895,"STE THERESE ASSEMBLY PLANT","GENERAL MOTORS OF CANADA LIMITED",336110,"QC","NA - 14","Zinc (and its compounds)","Zinc (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.021,"tonnes","O"
"7348",1997,3895,"STE THERESE ASSEMBLY PLANT","GENERAL MOTORS OF CANADA LIMITED",336110,"QC","NA - 14","Zinc (and its compounds)","Zinc (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Spills","Déversements",0.2,"tonnes","O"
"7349",1997,3897,"RAFFINERIE DE MONTREAL","PETRO-CANADA",324110,"QC","71-43-2","Benzene","Benzène","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.249,"tonnes","O"
"7350",1997,3897,"RAFFINERIE DE MONTREAL","PETRO-CANADA",324110,"QC","108-88-3","Toluene","Toluène","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.241,"tonnes","O"
"7351",1997,3897,"RAFFINERIE DE MONTREAL","PETRO-CANADA",324110,"QC","1330-20-7","Xylene (mixed isomers)","Xylène (mélange d'isomères)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.464,"tonnes","O"
"7352",1997,3897,"RAFFINERIE DE MONTREAL","PETRO-CANADA",324110,"QC","100-41-4","Ethylbenzene","Éthylbenzène","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.122,"tonnes","O"
"7353",1997,3897,"RAFFINERIE DE MONTREAL","PETRO-CANADA",324110,"QC","NA - 16","Ammonia (total)","Ammoniac (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",34.83,"tonnes","M"
"7354",1997,3928,"RAFFINERIE ST-ROMUALD","ULTRAMAR LTÉE",324110,"QC","127-18-4","Tetrachloroethylene","Tétrachloroéthylène","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.018,"tonnes","M"
"7355",1997,3928,"RAFFINERIE ST-ROMUALD","ULTRAMAR LTÉE",324110,"QC","108-95-2","Phenol (and its salts)","Phénol (et ses sels)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.037,"tonnes","M"
"7356",1997,3928,"RAFFINERIE ST-ROMUALD","ULTRAMAR LTÉE",324110,"QC","107-21-1","Ethylene glycol","Éthylèneglycol","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.737,"tonnes","M"
"7357",1997,3928,"RAFFINERIE ST-ROMUALD","ULTRAMAR LTÉE",324110,"QC","NA - 16","Ammonia (total)","Ammoniac (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",12.282,"tonnes","M"
"7358",1997,3928,"RAFFINERIE ST-ROMUALD","ULTRAMAR LTÉE",324110,"QC","111-42-2","Diethanolamine (and its salts)","Diéthanolamine (et ses sels)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",7.37,"tonnes","M"
"7359",1997,3953,"ACIERS INOXYDABLES ATLAS","SAMMI ATLAS INC.",331110,"QC","NA - 04","Chromium (and its compounds)","Chrome (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.17,"tonnes","M"
"7360",1997,3953,"ACIERS INOXYDABLES ATLAS","SAMMI ATLAS INC.",331110,"QC","NA - 14","Zinc (and its compounds)","Zinc (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.07,"tonnes","M"
"7361",1997,3953,"ACIERS INOXYDABLES ATLAS","SAMMI ATLAS INC.",331110,"QC","NA - 09","Manganese (and its compounds)","Manganèse (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.01,"tonnes","O"
"7362",1997,3953,"ACIERS INOXYDABLES ATLAS","SAMMI ATLAS INC.",331110,"QC","NA - 11","Nickel (and its compounds)","Nickel (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.2,"tonnes","M"
"7363",1997,3953,"ACIERS INOXYDABLES ATLAS","SAMMI ATLAS INC.",331110,"QC","NA - 17","Nitrate ion in solution at pH >= 6.0","Nitrate (ion en sol. à un pH de >= 6.0)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",524,"tonnes","M"
"7364",1997,4068,"DAISHOWA INC.","USINE DE QUÉBEC",322122,"QC","NA - 14","Zinc (and its compounds)","Zinc (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",5.217,"tonnes","M"
"7365",1997,4068,"DAISHOWA INC.","USINE DE QUÉBEC",322122,"QC","NA - 17","Nitrate ion in solution at pH >= 6.0","Nitrate (ion en sol. à un pH de >= 6.0)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",79.142,"tonnes","E"
"7366",1997,4068,"DAISHOWA INC.","USINE DE QUÉBEC",322122,"QC","NA - 09","Manganese (and its compounds)","Manganèse (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",17.819,"tonnes","E"
"7367",1997,4068,"DAISHOWA INC.","USINE DE QUÉBEC",322122,"QC","NA - 16","Ammonia (total)","Ammoniac (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",2.3,"tonnes","E"
"7368",1997,4340,"NOT AVAILABLE","LA COMPAGNIE GASPESIA LTEE",322122,"QC","NA - 16","Ammonia (total)","Ammoniac (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",12.9,"tonnes","M"
"7369",1997,4402,"NOT AVAILABLE","NOVA PB INC.",331529,"QC","NA - 08","Lead (and its compounds)","Plomb (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.013,"tonnes","M"
"7370",1997,4406,"GALVANO","IFASGROUPE INC.",332810,"QC","NA - 14","Zinc (and its compounds)","Zinc (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.1,"tonnes","M"
"7371",1997,4788,"NOT AVAILABLE","DONOHUE MATANE INC.",322111,"QC","NA - 16","Ammonia (total)","Ammoniac (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",25.6,"tonnes","C"
"7372",1997,4790,"NOT AVAILABLE","F.F. SOUCY INC.",322122,"QC","NA - 09","Manganese (and its compounds)","Manganèse (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",9.5,"tonnes","O"
"7373",1997,4790,"NOT AVAILABLE","F.F. SOUCY INC.",322122,"QC","NA - 17","Nitrate ion in solution at pH >= 6.0","Nitrate (ion en sol. à un pH de >= 6.0)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",32.82,"tonnes","O"
"7374",1997,4790,"NOT AVAILABLE","F.F. SOUCY INC.",322122,"QC","NA - 16","Ammonia (total)","Ammoniac (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",23.03,"tonnes","O"
"7375",1997,4792,"GROUPE LACTEL (BEAUCEVILLE)","GROUPE LACTEL SOCIETE EN COMMANDITE",311515,"QC","NA - 16","Ammonia (total)","Ammoniac (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",1.753,"tonnes","O"
"7376",1997,4792,"GROUPE LACTEL (BEAUCEVILLE)","GROUPE LACTEL SOCIETE EN COMMANDITE",311515,"QC","NA - 17","Nitrate ion in solution at pH >= 6.0","Nitrate (ion en sol. à un pH de >= 6.0)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",12.7,"tonnes","O"
"7377",1997,4803,"PRODUITS FORESTIERS DONOHUE INC - USINE DE CLERMONT","PRODUITS FORESTIERS DONOHUE INC",322122,"QC","67-56-1","Methanol","Méthanol","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.121,"tonnes","E"
"7378",1997,4803,"PRODUITS FORESTIERS DONOHUE INC - USINE DE CLERMONT","PRODUITS FORESTIERS DONOHUE INC",322122,"QC","NA - 09","Manganese (and its compounds)","Manganèse (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",3.787,"tonnes","E"
"7379",1997,4803,"PRODUITS FORESTIERS DONOHUE INC - USINE DE CLERMONT","PRODUITS FORESTIERS DONOHUE INC",322122,"QC","1979-06-01","Acrylamide","Acrylamide","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.056,"tonnes","O"
"7380",1997,4803,"PRODUITS FORESTIERS DONOHUE INC - USINE DE CLERMONT","PRODUITS FORESTIERS DONOHUE INC",322122,"QC","NA - 16","Ammonia (total)","Ammoniac (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",14.93,"tonnes","O"
"7381",1997,4809,"TRIPAP","UNIFORÊT TRIPAP",322121,"QC","NA - 16","Ammonia (total)","Ammoniac (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",18.188,"tonnes","M"
"7382",1997,4870,"BEAUHARNOIS SODIUM CHLORATE PLANT","CXY CHEMICALS CANADA LTD.",325181,"QC","NA - 16","Ammonia (total)","Ammoniac (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",1.2,"tonnes","O"
"7383",1997,4918,"MINE LOUVICOURT","AUR RESSOURCES INC",NA,"QC","NA - 06","Copper (and its compounds)","Cuivre (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Spills","Déversements",0.03,"tonnes","M"
"7384",1997,4918,"MINE LOUVICOURT","AUR RESSOURCES INC",NA,"QC","NA - 08","Lead (and its compounds)","Plomb (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Spills","Déversements",0.04,"tonnes","M"
"7385",1997,4918,"MINE LOUVICOURT","AUR RESSOURCES INC",NA,"QC","NA - 14","Zinc (and its compounds)","Zinc (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Spills","Déversements",0.6,"tonnes","M"
"7386",1997,4918,"MINE LOUVICOURT","AUR RESSOURCES INC",NA,"QC","NA - 16","Ammonia (total)","Ammoniac (total)","Releases to Water","Rejets dans les plans d'eau","Spills","Déversements",9.3,"tonnes","M"
"7387",1997,4919,"UNIFORET SCIERIE PATE INC.","UNIFORET INC.",322111,"QC","NA - 16","Ammonia (total)","Ammoniac (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",8.5,"tonnes","M"
"7388",1997,4922,"MINE GONZAGUE LANGLOIS","CAMBIOR INC.",212233,"QC","NA - 06","Copper (and its compounds)","Cuivre (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.05,"tonnes","M"
"7389",1997,4922,"MINE GONZAGUE LANGLOIS","CAMBIOR INC.",212233,"QC","NA - 14","Zinc (and its compounds)","Zinc (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.11,"tonnes","M"
"7390",1997,5400,"MINE BOUCHARD-HÉBERT","RESSOURCES AUDREY",NA,"QC","NA - 16","Ammonia (total)","Ammoniac (total)","Releases to Water","Rejets dans les plans d'eau","Spills","Déversements",4.26,"tonnes","M"
"7391",1997,5400,"MINE BOUCHARD-HÉBERT","RESSOURCES AUDREY",NA,"QC","NA - 14","Zinc (and its compounds)","Zinc (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Spills","Déversements",0.3,"tonnes","M"
"7392",1997,5400,"MINE BOUCHARD-HÉBERT","RESSOURCES AUDREY",NA,"QC","NA - 08","Lead (and its compounds)","Plomb (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Spills","Déversements",0.014,"tonnes","M"
"7393",1997,5400,"MINE BOUCHARD-HÉBERT","RESSOURCES AUDREY",NA,"QC","7647-01-0","Hydrochloric acid","Acide chlorhydrique","Releases to Water","Rejets dans les plans d'eau","Spills","Déversements",0,"tonnes","M"
"7394",1997,5400,"MINE BOUCHARD-HÉBERT","RESSOURCES AUDREY",NA,"QC","7664-93-9","Sulphuric acid","Acide sulfurique","Releases to Water","Rejets dans les plans d'eau","Spills","Déversements",0,"tonnes","M"
"7395",1997,5400,"MINE BOUCHARD-HÉBERT","RESSOURCES AUDREY",NA,"QC","NA - 17","Nitrate ion in solution at pH >= 6.0","Nitrate (ion en sol. à un pH de >= 6.0)","Releases to Water","Rejets dans les plans d'eau","Spills","Déversements",2.2,"tonnes","M"
"7396",1996,99,"DIVISION LARONDE","LES MINES AGNICO-EAGLE",212220,"QC","NA - 06","Copper (and its compounds)","Cuivre (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.7,"tonnes","M"
"7397",1996,99,"DIVISION LARONDE","LES MINES AGNICO-EAGLE",212220,"QC","NA - 14","Zinc (and its compounds)","Zinc (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.3,"tonnes","M"
"7398",1996,99,"DIVISION LARONDE","LES MINES AGNICO-EAGLE",212220,"QC","NA - 08","Lead (and its compounds)","Plomb (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.1,"tonnes","M"
"7399",1996,99,"DIVISION LARONDE","LES MINES AGNICO-EAGLE",212220,"QC","NA - 07","Cyanides (ionic)","Cyanures (ioniques)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.7,"tonnes","M"
"7400",1996,271,"EMBALLAGES STONE CANADA (DIVISION PONTIAC)","EMBALLAGES STONE CANADA",322112,"QC","67-66-3","Chloroform","Chloroforme","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",1.285,"tonnes","E"
"7401",1996,271,"EMBALLAGES STONE CANADA (DIVISION PONTIAC)","EMBALLAGES STONE CANADA",322112,"QC","75-07-0","Acetaldehyde","Acétaldéhyde","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.51,"tonnes","E"
"7402",1996,271,"EMBALLAGES STONE CANADA (DIVISION PONTIAC)","EMBALLAGES STONE CANADA",322112,"QC","NA - 09","Manganese (and its compounds)","Manganèse (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",16.824,"tonnes","E"
"7403",1996,271,"EMBALLAGES STONE CANADA (DIVISION PONTIAC)","EMBALLAGES STONE CANADA",322112,"QC","NA - 14","Zinc (and its compounds)","Zinc (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",2.07,"tonnes","M"
"7404",1996,271,"EMBALLAGES STONE CANADA (DIVISION PONTIAC)","EMBALLAGES STONE CANADA",322112,"QC","67-56-1","Methanol","Méthanol","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",31.798,"tonnes","E"
"7405",1996,271,"EMBALLAGES STONE CANADA (DIVISION PONTIAC)","EMBALLAGES STONE CANADA",322112,"QC","NA - 16","Ammonia (total)","Ammoniac (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",18.267,"tonnes","E"
"7406",1996,279,"USINE DE LEBEL-SUR-QUÉVILLON","NORKRAFT QUÉVILLON INC.",115310,"QC","NA - 16","Ammonia (total)","Ammoniac (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",10,"tonnes","O"
"7407",1996,279,"USINE DE LEBEL-SUR-QUÉVILLON","NORKRAFT QUÉVILLON INC.",115310,"QC","67-56-1","Methanol","Méthanol","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",2.49,"tonnes","O"
"7408",1996,279,"USINE DE LEBEL-SUR-QUÉVILLON","NORKRAFT QUÉVILLON INC.",115310,"QC","67-66-3","Chloroform","Chloroforme","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.5,"tonnes","O"
"7409",1996,322,"NOT AVAILABLE","PRODUITS CHIMIQUES EXPRO INC.",325189,"QC","121-14-2","2,4-Dinitrotoluene","2,4-Dinitrotoluène","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",2.35,"tonnes","O"
"7410",1996,322,"NOT AVAILABLE","PRODUITS CHIMIQUES EXPRO INC.",325189,"QC","7664-93-9","Sulphuric acid","Acide sulfurique","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",28.5,"tonnes","O"
"7411",1996,322,"NOT AVAILABLE","PRODUITS CHIMIQUES EXPRO INC.",325189,"QC","7697-37-2","Nitric acid","Acide nitrique","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",4.18,"tonnes","O"
"7412",1996,322,"NOT AVAILABLE","PRODUITS CHIMIQUES EXPRO INC.",325189,"QC","67-64-1","Acetone","Acétone","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",29,"tonnes","O"
"7413",1996,322,"NOT AVAILABLE","PRODUITS CHIMIQUES EXPRO INC.",325189,"QC","55-63-0","Nitroglycerin","Nitroglycérine","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",2.59,"tonnes","O"
"7414",1996,391,"NOT AVAILABLE","MONTELL CANADA INC",326198,"QC","NA - 04","Chromium (and its compounds)","Chrome (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.11,"tonnes","M"
"7415",1996,391,"NOT AVAILABLE","MONTELL CANADA INC",326198,"QC","NA - 14","Zinc (and its compounds)","Zinc (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.225,"tonnes","C"
"7416",1996,420,"DIVISION EXPLOSIF","ICI CANADA INC",325920,"QC","7782-50-5","Chlorine","Chlore","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",14,"tonnes","E"
"7417",1996,420,"DIVISION EXPLOSIF","ICI CANADA INC",325920,"QC","NA - 16","Ammonia (total)","Ammoniac (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",1.3,"tonnes","O"
"7418",1996,420,"DIVISION EXPLOSIF","ICI CANADA INC",325920,"QC","67-64-1","Acetone","Acétone","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",37,"tonnes","E"
"7419",1996,747,"HYDRO MAGNESIUM CANADA","NORSK HYDRO CANADA INC.",331410,"QC","7647-01-0","Hydrochloric acid","Acide chlorhydrique","Releases to Water","Rejets dans les plans d'eau","Spills","Déversements",1.09,"tonnes","O"
"7420",1996,879,"COMPLEXE BOUSQUET - DIVISION EST-MALARTIC","BARRICK GOLD CORPORATION",212220,"QC","NA - 16","Ammonia (total)","Ammoniac (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",159.606,"tonnes","M"
"7421",1996,929,"USINE DE GATINEAU","AVENOR INC.",322122,"QC","NA - 14","Zinc (and its compounds)","Zinc (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",2.34,"tonnes","M"
"7422",1996,929,"USINE DE GATINEAU","AVENOR INC.",322122,"QC","NA - 16","Ammonia (total)","Ammoniac (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",83,"tonnes","M"
"7423",1996,938,"NOT AVAILABLE","BOEHME FILATEX CANADA INC.",325999,"QC","7647-01-0","Hydrochloric acid","Acide chlorhydrique","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",1,"tonnes","O"
"7424",1996,938,"NOT AVAILABLE","BOEHME FILATEX CANADA INC.",325999,"QC","7647-01-0","Hydrochloric acid","Acide chlorhydrique","Releases to Water","Rejets dans les plans d'eau","Leaks","Fuites",0,"tonnes","O"
"7425",1996,979,"UNITÉ D'AFFAIRES KÉNOGAMI","ABITIBI-CONSOLIDATED INC.",322121,"QC","7664-38-2","","","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0,"tonnes","O"
"7426",1996,979,"UNITÉ D'AFFAIRES KÉNOGAMI","ABITIBI-CONSOLIDATED INC.",322121,"QC","67-56-1","Methanol","Méthanol","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.755,"tonnes","O"
"7427",1996,979,"UNITÉ D'AFFAIRES KÉNOGAMI","ABITIBI-CONSOLIDATED INC.",322121,"QC","NA - 16","Ammonia (total)","Ammoniac (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",3.3,"tonnes","M"
"7428",1996,983,"PAPETERIE ALMA","ABITIBI-CONSOLIDATED INC.",322111,"QC","NA - 09","Manganese (and its compounds)","Manganèse (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",3.809,"tonnes","E"
"7429",1996,983,"PAPETERIE ALMA","ABITIBI-CONSOLIDATED INC.",322111,"QC","NA - 16","Ammonia (total)","Ammoniac (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",36.15,"tonnes","M"
"7430",1996,983,"PAPETERIE ALMA","ABITIBI-CONSOLIDATED INC.",322111,"QC","NA - 17","Nitrate ion in solution at pH >= 6.0","Nitrate (ion en sol. à un pH de >= 6.0)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",152.91,"tonnes","M"
"7431",1996,983,"PAPETERIE ALMA","ABITIBI-CONSOLIDATED INC.",322111,"QC","67-56-1","Methanol","Méthanol","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.122,"tonnes","E"
"7432",1996,987,"PULP AND PAPER MILL","ABITIBI-PRICE INC.",322111,"QC","NA - 16","Ammonia (total)","Ammoniac (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",16.581,"tonnes","M"
"7433",1996,1048,"ALBRIGHT & WILSON AMERIQUE","ALBRIGHT & WILSON CANADA",325189,"QC","7723-14-0","Phosphorus (yellow or white)","Phosphore (jaune ou blanc)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.001,"tonnes","O"
"7434",1996,1117,"BANDAG, INC. - SHAWINIGAN","BANDAG, INC.",326210,"QC","NA - 14","Zinc (and its compounds)","Zinc (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.1,"tonnes","E"
"7435",1996,1143,"MINE GÉANT DORMANT","CAMBIOR INC.",212220,"QC","NA - 08","Lead (and its compounds)","Plomb (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Spills","Déversements",0.013,"tonnes","C"
"7436",1996,1143,"MINE GÉANT DORMANT","CAMBIOR INC.",212220,"QC","NA - 16","Ammonia (total)","Ammoniac (total)","Releases to Water","Rejets dans les plans d'eau","Spills","Déversements",19.91,"tonnes","C"
"7437",1996,1143,"MINE GÉANT DORMANT","CAMBIOR INC.",212220,"QC","NA - 07","Cyanides (ionic)","Cyanures (ioniques)","Releases to Water","Rejets dans les plans d'eau","Spills","Déversements",0.02,"tonnes","C"
"7438",1996,1195,"NOT AVAILABLE","PAPIERS DOMTAR - CENTRE D'AFFAIRES WINDSOR",322112,"QC","107-21-1","Ethylene glycol","Éthylèneglycol","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",2.66,"tonnes","E"
"7439",1996,1195,"NOT AVAILABLE","PAPIERS DOMTAR - CENTRE D'AFFAIRES WINDSOR",322112,"QC","67-56-1","Methanol","Méthanol","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",22.7,"tonnes","E"
